ConsumoMensal,Regiao,DiasNoMes,TarifaPorKWh,ClasseDeConsumo,Impostos,ValorConta
222.31,Sul,30,0.98,Comercial,168.99,386.85
1684.12,Centro-Oeste,30,0.94,Industrial,114.22,1697.29
779.35,Sudeste,30,1.4,Comercial,10.59,1101.68
1942.33,Norte,30,0.69,Industrial,32.82,1373.03
1302.1,Sudeste,30,1.07,Comercial,151.95,1545.2
610.48,Nordeste,30,0.99,Residencial,172.59,776.97
1959.43,Centro-Oeste,30,1.01,Comercial,81.93,2060.95
1271.45,Sudeste,30,0.97,Comercial,178.71,1412.02
93.92,Nordeste,30,0.83,Comercial,33.91,111.86
278.95,Nordeste,30,0.74,Residencial,112.81,319.23
153.53,Sudeste,30,0.92,Industrial,190.99,332.24
474.26,Centro-Oeste,30,0.9,Comercial,83.44,510.27
1021.56,Norte,30,0.78,Industrial,137.85,934.67
1716.87,Sudeste,30,1.03,Comercial,184.09,1952.47
406.87,Nordeste,30,0.74,Comercial,36.46,337.54
1223.24,Norte,30,0.6,Residencial,43.89,777.83
70.04,Centro-Oeste,30,1.18,Residencial,34.88,117.53
131.07,Nordeste,30,1.49,Industrial,32.92,228.21
840.17,Centro-Oeste,30,0.92,Comercial,121.92,894.88
1218.07,Centro-Oeste,30,0.74,Comercial,198.16,1099.53
927.11,Norte,30,0.82,Residencial,153.3,913.53
438.68,Nordeste,30,0.95,Industrial,11.19,427.94
730.52,Norte,30,1.08,Comercial,75.0,863.96
409.72,Sul,30,0.91,Residencial,148.65,521.5
116.16,Norte,30,0.54,Residencial,107.85,170.58
1589.68,Sul,30,0.77,Comercial,106.43,1330.48
967.47,Sul,30,0.51,Comercial,23.54,516.95
470.9,Sudeste,30,0.54,Industrial,40.38,294.67
1692.85,Centro-Oeste,30,0.85,Comercial,114.03,1552.95
1561.9,Nordeste,30,1.19,Residencial,31.14,1889.8
1735.27,Nordeste,30,1.02,Comercial,80.12,1850.1
1209.39,Sudeste,30,0.89,Residencial,21.13,1097.49
1911.12,Norte,30,0.8,Residencial,167.76,1696.66
774.82,Sul,30,1.11,Residencial,76.2,936.25
643.98,Nordeste,30,0.53,Industrial,37.13,378.44
1431.65,Centro-Oeste,30,0.62,Residencial,126.81,1014.43
822.03,Sudeste,30,0.69,Residencial,148.7,715.9
363.39,Sul,30,0.61,Residencial,143.7,365.37
1520.32,Sudeste,30,0.56,Comercial,50.85,902.23
1050.37,Centro-Oeste,30,0.84,Industrial,84.51,966.82
891.87,Sul,30,1.26,Residencial,190.93,1314.69
476.48,Sudeste,30,0.98,Residencial,19.31,486.26
1289.03,Nordeste,30,0.76,Residencial,136.47,1116.13
608.9,Sul,30,1.01,Comercial,129.84,744.83
1097.07,Centro-Oeste,30,0.74,Industrial,93.41,905.24
1375.54,Nordeste,30,1.4,Residencial,190.05,2115.81
178.01,Norte,30,1.33,Industrial,64.75,301.5
1151.45,Sudeste,30,1.16,Industrial,62.24,1397.92
1305.12,Norte,30,0.81,Comercial,122.69,1179.84
674.89,Sul,30,1.5,Industrial,57.05,1069.38
1016.78,Nordeste,30,0.63,Residencial,98.42,738.99
788.69,Sudeste,30,0.96,Residencial,127.11,884.25
1468.98,Nordeste,30,1.35,Industrial,54.94,2038.06
1620.4,Centro-Oeste,30,0.86,Comercial,55.08,1448.62
238.62,Centro-Oeste,30,1.04,Residencial,196.51,444.67
360.71,Sul,30,0.9,Industrial,26.32,350.96
1558.12,Norte,30,1.26,Comercial,86.23,2049.46
1443.05,Centro-Oeste,30,0.52,Industrial,43.92,794.31
1904.91,Nordeste,30,1.17,Residencial,152.52,2381.26
297.68,Centro-Oeste,30,0.65,Residencial,167.27,360.76
1432.79,Sudeste,30,0.73,Industrial,96.21,1142.15
521.45,Sul,30,0.97,Comercial,10.41,516.22
1184.11,Centro-Oeste,30,1.33,Residencial,92.4,1667.27
103.73,Norte,30,0.88,Comercial,10.06,101.34
718.65,Norte,30,1.09,Comercial,188.14,971.47
1744.46,Sul,30,0.57,Residencial,23.38,1017.72
851.97,Nordeste,30,1.07,Comercial,155.81,1067.42
1700.25,Norte,30,0.52,Industrial,25.45,909.58
1368.31,Sudeste,30,0.77,Comercial,182.7,1236.3
787.9,Norte,30,1.15,Comercial,76.87,982.95
1538.93,Sudeste,30,1.21,Residencial,29.59,1891.7
111.91,Norte,30,0.97,Comercial,174.23,282.78
1529.08,Sul,30,0.52,Industrial,93.27,888.39
943.5,Centro-Oeste,30,0.55,Comercial,69.08,588.01
349.23,Norte,30,0.91,Industrial,92.88,410.68
1579.46,Nordeste,30,1.12,Industrial,11.55,1780.55
297.79,Centro-Oeste,30,0.94,Industrial,105.14,385.06
1685.85,Norte,30,1.35,Comercial,65.22,2341.12
1908.62,Norte,30,1.05,Residencial,37.87,2041.92
839.27,Centro-Oeste,30,0.81,Residencial,77.73,757.54
630.19,Sudeste,30,1.23,Industrial,127.59,902.72
243.78,Centro-Oeste,30,1.14,Industrial,193.86,471.77
426.18,Norte,30,1.45,Residencial,35.79,653.75
1501.89,Sudeste,30,0.58,Residencial,167.59,1038.69
109.73,Sudeste,30,0.95,Industrial,186.64,290.88
123.31,Sudeste,30,1.28,Industrial,122.48,280.32
1364.46,Centro-Oeste,30,1.3,Industrial,37.32,1811.12
674.1,Norte,30,1.18,Residencial,25.06,820.5
1475.36,Norte,30,1.02,Residencial,79.14,1584.01
1177.57,Norte,30,0.99,Industrial,66.93,1232.72
954.26,Sul,30,0.5,Industrial,99.59,576.72
915.68,Norte,30,0.68,Residencial,30.54,653.2
156.97,Nordeste,30,0.73,Residencial,48.99,163.58
784.71,Centro-Oeste,30,1.41,Residencial,61.14,1167.58
247.78,Nordeste,30,0.96,Residencial,96.31,334.18
765.08,Sudeste,30,1.28,Industrial,64.43,1043.73
177.9,Nordeste,30,1.4,Comercial,30.85,279.91
1112.23,Sul,30,0.96,Industrial,32.07,1099.81
1321.96,Sul,30,0.61,Comercial,10.15,816.55
94.08,Nordeste,30,1.17,Industrial,101.93,212.0
243.73,Centro-Oeste,30,1.16,Industrial,180.93,463.66
1771.65,Sudeste,30,1.13,Industrial,145.05,2147.01
907.53,Norte,30,1.41,Residencial,33.01,1312.63
1274.09,Sudeste,30,1.38,Residencial,171.43,1929.67
149.28,Sul,30,1.2,Industrial,118.81,297.95
927.36,Sudeste,30,1.35,Residencial,163.49,1415.43
266.46,Centro-Oeste,30,0.55,Comercial,46.38,192.93
1015.46,Nordeste,30,1.36,Residencial,136.28,1517.31
1245.84,Sudeste,30,1.48,Residencial,66.46,1910.3
298.71,Sul,30,1.14,Comercial,153.97,494.5
368.65,Centro-Oeste,30,0.82,Comercial,79.27,381.56
486.98,Centro-Oeste,30,1.33,Comercial,171.82,819.5
327.84,Norte,30,1.02,Comercial,82.31,416.71
1721.57,Sul,30,1.2,Comercial,23.34,2089.22
146.96,Sul,30,1.07,Comercial,19.49,176.74
1363.26,Sul,30,1.34,Comercial,72.05,1898.82
355.03,Nordeste,30,0.72,Industrial,79.21,334.83
1714.03,Centro-Oeste,30,1.05,Industrial,141.97,1941.7
1466.57,Sudeste,30,0.81,Industrial,89.54,1277.46
1749.22,Sul,30,1.09,Industrial,124.3,2030.95
1588.79,Sudeste,30,0.99,Comercial,61.02,1633.92
1079.99,Centro-Oeste,30,0.55,Industrial,188.02,782.01
1936.28,Nordeste,30,0.65,Industrial,33.56,1292.14
747.75,Nordeste,30,1.48,Industrial,88.34,1195.01
1454.24,Sudeste,30,0.93,Industrial,30.89,1383.33
1033.69,Centro-Oeste,30,1.2,Comercial,89.59,1330.02
1204.89,Centro-Oeste,30,1.06,Residencial,77.38,1354.56
541.71,Sul,30,0.99,Industrial,54.06,590.35
538.27,Norte,30,1.12,Residencial,151.06,753.92
1740.54,Sul,30,0.83,Industrial,133.36,1578.01
1270.12,Nordeste,30,1.12,Residencial,118.53,1541.06
61.33,Sudeste,30,0.89,Comercial,79.86,134.44
1426.69,Norte,30,1.2,Industrial,113.08,1825.11
84.03,Sul,30,1.0,Residencial,19.47,103.5
303.4,Sul,30,0.86,Residencial,143.1,404.02
358.62,Sudeste,30,0.77,Industrial,95.45,371.59
936.49,Nordeste,30,1.08,Industrial,125.42,1136.83
463.69,Nordeste,30,1.16,Comercial,97.28,635.16
517.11,Nordeste,30,1.41,Industrial,121.1,850.23
1895.03,Norte,30,1.06,Industrial,29.82,2038.55
573.48,Norte,30,1.45,Residencial,128.48,960.03
1659.75,Sudeste,30,0.91,Residencial,94.63,1605.0
1334.46,Sudeste,30,0.53,Residencial,184.87,892.13
791.19,Nordeste,30,1.23,Comercial,43.6,1016.76
454.06,Norte,30,0.64,Industrial,191.44,482.04
723.11,Centro-Oeste,30,0.78,Residencial,199.32,763.35
1607.63,Nordeste,30,0.64,Residencial,196.3,1225.18
530.88,Sudeste,30,1.2,Comercial,191.04,828.1
1908.26,Centro-Oeste,30,0.72,Industrial,102.48,1476.43
134.17,Norte,30,0.52,Comercial,152.01,221.78
1961.07,Sul,30,0.53,Comercial,97.79,1137.16
766.33,Nordeste,30,1.29,Residencial,24.82,1013.39
296.56,Sul,30,0.92,Comercial,154.81,427.65
1951.93,Sudeste,30,0.86,Residencial,14.92,1693.58
552.25,Sudeste,30,1.41,Industrial,45.24,823.91
517.31,Nordeste,30,0.55,Comercial,81.66,366.18
1711.3,Sul,30,1.0,Comercial,63.33,1774.63
1674.57,Norte,30,0.76,Industrial,135.17,1407.84
1785.62,Norte,30,1.07,Comercial,181.24,2091.85
446.85,Norte,30,1.28,Residencial,149.5,721.47
1512.91,Sul,30,0.74,Comercial,70.31,1189.86
1790.66,Sul,30,1.03,Comercial,87.0,1931.38
1824.65,Norte,30,0.94,Residencial,133.4,1848.57
571.12,Nordeste,30,0.55,Industrial,185.67,499.79
442.72,Centro-Oeste,30,1.42,Industrial,114.85,743.51
1222.32,Sul,30,0.71,Industrial,99.69,967.54
1955.47,Norte,30,0.98,Industrial,196.86,2113.22
1129.47,Sul,30,0.96,Comercial,117.79,1202.08
899.9,Sul,30,0.52,Industrial,178.98,646.93
850.94,Nordeste,30,1.28,Industrial,191.06,1280.26
1990.02,Norte,30,0.77,Industrial,105.85,1638.17
122.24,Norte,30,1.32,Residencial,107.43,268.79
1766.06,Sul,30,0.81,Residencial,85.54,1516.05
1885.28,Nordeste,30,0.94,Residencial,130.85,1903.01
1574.12,Norte,30,0.59,Comercial,38.81,967.54
1086.38,Sul,30,1.38,Residencial,167.24,1666.44
1510.77,Sudeste,30,1.46,Residencial,125.45,2331.17
1373.82,Norte,30,1.34,Comercial,194.19,2035.11
1136.98,Sul,30,0.92,Industrial,86.63,1132.65
1210.48,Nordeste,30,0.68,Industrial,194.15,1017.28
961.26,Norte,30,1.07,Industrial,122.04,1150.59
438.83,Sul,30,1.46,Industrial,139.03,779.72
416.93,Sul,30,0.71,Comercial,62.57,358.59
1995.71,Norte,30,1.23,Industrial,83.24,2537.96
1825.95,Centro-Oeste,30,0.53,Residencial,190.88,1158.63
1129.21,Centro-Oeste,30,0.84,Residencial,21.66,970.2
91.48,Nordeste,30,1.29,Residencial,65.93,183.94
1066.26,Centro-Oeste,30,1.24,Industrial,36.93,1359.09
1929.51,Centro-Oeste,30,0.6,Industrial,56.83,1214.54
330.58,Sudeste,30,0.81,Industrial,98.17,365.94
1660.23,Norte,30,0.97,Industrial,14.77,1625.19
840.93,Nordeste,30,0.88,Industrial,82.62,822.64
1646.24,Nordeste,30,1.07,Industrial,96.99,1858.47
1161.07,Centro-Oeste,30,0.94,Industrial,124.05,1215.46
315.43,Sudeste,30,1.15,Comercial,174.36,537.1
1517.39,Nordeste,30,1.21,Industrial,173.51,2009.55
1486.33,Nordeste,30,0.62,Residencial,141.13,1062.65
1242.77,Norte,30,1.11,Residencial,42.09,1421.56
1159.26,Sul,30,1.02,Comercial,100.07,1282.52
1055.52,Norte,30,0.69,Industrial,101.06,829.37
636.15,Centro-Oeste,30,0.8,Industrial,138.37,647.29
1686.21,Nordeste,30,0.67,Residencial,173.43,1303.19
1313.49,Norte,30,0.67,Residencial,14.0,894.04
1049.91,Centro-Oeste,30,1.16,Industrial,164.16,1382.06
1959.0,Sudeste,30,0.96,Residencial,51.33,1931.97
1676.11,Sudeste,30,1.02,Residencial,195.5,1905.13
665.52,Sul,30,0.69,Residencial,111.9,571.11
1715.85,Nordeste,30,0.71,Residencial,60.35,1278.6
490.43,Centro-Oeste,30,1.49,Comercial,15.74,746.48
1245.76,Sul,30,1.41,Comercial,16.9,1773.42
1148.29,Norte,30,0.91,Comercial,114.66,1159.6
1687.54,Sul,30,0.54,Residencial,92.05,1003.32
805.97,Sul,30,0.53,Comercial,161.94,589.1
1802.3,Sul,30,0.59,Residencial,73.83,1137.19
972.06,Sudeste,30,1.07,Residencial,116.71,1156.81
422.81,Sul,30,0.65,Residencial,120.82,395.65
1463.14,Sul,30,0.81,Comercial,10.77,1195.91
282.09,Nordeste,30,0.74,Residencial,136.93,345.68
1593.63,Nordeste,30,1.15,Industrial,69.49,1902.16
1614.06,Nordeste,30,1.36,Comercial,31.78,2226.9
799.3,Centro-Oeste,30,0.65,Industrial,133.88,653.42
795.47,Sudeste,30,1.16,Industrial,87.93,1010.68
1346.19,Nordeste,30,0.54,Comercial,15.26,742.2
1672.56,Sudeste,30,1.26,Comercial,197.11,2304.54
1702.87,Centro-Oeste,30,1.0,Residencial,120.76,1823.63
219.1,Sul,30,1.14,Industrial,32.47,282.24
1953.53,Centro-Oeste,30,1.28,Comercial,111.66,2612.18
1790.8,Sudeste,30,1.45,Comercial,138.36,2735.02
1925.35,Norte,30,1.41,Industrial,160.66,2875.4
750.63,Nordeste,30,0.69,Comercial,80.54,598.47
378.6,Centro-Oeste,30,1.2,Residencial,190.0,644.32
1451.96,Nordeste,30,1.06,Comercial,159.88,1698.96
1576.2,Centro-Oeste,30,0.98,Industrial,96.89,1641.57
1682.2,Sul,30,0.54,Industrial,143.26,1051.65
897.86,Centro-Oeste,30,1.17,Residencial,93.46,1143.96
927.33,Centro-Oeste,30,1.12,Comercial,27.34,1065.95
791.13,Sudeste,30,1.38,Comercial,160.26,1252.02
1460.49,Norte,30,0.56,Industrial,25.25,843.12
467.04,Sul,30,1.34,Residencial,145.85,771.68
1889.55,Sul,30,0.95,Residencial,154.04,1949.11
1088.35,Nordeste,30,0.75,Industrial,40.81,857.07
1535.19,Sudeste,30,0.77,Comercial,68.39,1250.49
1399.82,Centro-Oeste,30,1.19,Residencial,83.91,1749.7
470.78,Norte,30,0.88,Industrial,98.51,512.8
1729.81,Sul,30,1.04,Residencial,173.61,1972.61
1177.14,Norte,30,1.09,Comercial,164.32,1447.4
1103.17,Nordeste,30,1.06,Residencial,139.17,1308.53
1303.54,Sul,30,0.87,Industrial,135.53,1269.61
868.7,Nordeste,30,0.57,Comercial,132.23,627.39
811.45,Sul,30,1.13,Comercial,75.25,992.19
793.91,Nordeste,30,0.92,Industrial,56.44,786.84
82.95,Norte,30,0.5,Residencial,35.7,77.18
1810.55,Sul,30,1.36,Comercial,173.65,2636.0
598.04,Centro-Oeste,30,1.35,Industrial,137.21,944.56
1866.43,Nordeste,30,0.84,Industrial,29.39,1597.19
1304.66,Norte,30,1.19,Residencial,17.26,1569.81
1742.12,Norte,30,1.27,Comercial,123.25,2335.74
829.18,Sul,30,0.9,Industrial,35.39,781.65
1164.43,Sul,30,1.44,Comercial,114.72,1791.5
1249.31,Nordeste,30,1.14,Industrial,116.95,1541.16
1522.83,Sul,30,1.38,Comercial,49.28,2150.79
1259.85,Centro-Oeste,30,0.53,Industrial,13.62,681.34
228.62,Nordeste,30,1.08,Industrial,132.99,379.9
571.1,Sul,30,0.78,Residencial,42.58,488.04
60.73,Sudeste,30,0.51,Industrial,12.88,43.85
260.93,Nordeste,30,1.11,Comercial,61.25,350.88
1325.18,Nordeste,30,0.9,Comercial,128.76,1321.42
1610.44,Centro-Oeste,30,0.85,Residencial,102.5,1471.37
1099.44,Sudeste,30,0.66,Residencial,26.02,751.65
972.06,Sul,30,1.19,Industrial,144.38,1301.13
472.77,Sul,30,0.7,Comercial,175.86,506.8
394.42,Norte,30,1.18,Residencial,105.22,570.64
1300.81,Centro-Oeste,30,0.53,Industrial,168.89,858.32
472.76,Norte,30,0.82,Industrial,133.1,520.76
1123.53,Nordeste,30,0.74,Residencial,159.63,991.04
330.73,Sul,30,0.51,Comercial,165.46,334.13
691.61,Sul,30,0.96,Industrial,16.26,680.21
1495.45,Nordeste,30,1.39,Industrial,170.74,2249.42
500.18,Norte,30,0.95,Residencial,104.45,579.62
1110.49,Norte,30,0.58,Residencial,53.84,697.92
851.39,Norte,30,1.36,Comercial,24.51,1182.4
363.9,Nordeste,30,1.13,Industrial,163.61,574.82
278.65,Sudeste,30,0.64,Residencial,71.74,250.08
1315.18,Norte,30,0.87,Industrial,102.59,1246.8
356.15,Sudeste,30,1.0,Industrial,124.18,480.33
809.76,Centro-Oeste,30,1.12,Comercial,179.16,1086.09
769.57,Nordeste,30,1.37,Residencial,135.8,1190.11
1483.49,Centro-Oeste,30,1.48,Comercial,193.44,2389.01
1887.39,Sudeste,30,0.52,Comercial,92.83,1074.27
1967.4,Norte,30,1.14,Comercial,46.19,2289.03
859.38,Sul,30,1.13,Comercial,12.73,983.83
1604.87,Centro-Oeste,30,1.06,Comercial,147.78,1848.94
509.38,Centro-Oeste,30,0.7,Residencial,42.29,398.86
1931.4,Norte,30,0.74,Industrial,78.78,1508.02
382.01,Sudeste,30,1.25,Industrial,109.96,587.47
1798.28,Norte,30,1.36,Industrial,165.13,2610.79
1162.82,Sul,30,0.7,Industrial,29.64,843.61
1273.96,Sudeste,30,1.48,Residencial,67.86,1953.32
519.15,Sul,30,1.2,Comercial,29.27,652.25
1694.85,Nordeste,30,1.13,Residencial,89.65,2004.83
855.53,Norte,30,0.6,Comercial,176.02,689.34
743.13,Nordeste,30,0.67,Industrial,17.67,515.57
52.85,Centro-Oeste,30,1.42,Comercial,164.33,239.38
924.01,Nordeste,30,1.42,Comercial,167.83,1479.92
439.14,Norte,30,0.8,Industrial,83.53,434.84
1334.69,Sul,30,1.4,Residencial,77.11,1945.68
1690.02,Centro-Oeste,30,0.93,Industrial,72.41,1644.13
206.67,Norte,30,1.43,Residencial,150.98,446.52
65.52,Centro-Oeste,30,0.62,Comercial,153.22,193.84
1829.78,Nordeste,30,1.17,Comercial,10.28,2151.12
986.29,Norte,30,1.29,Comercial,98.29,1370.6
1637.57,Sul,30,0.94,Comercial,63.99,1603.31
242.15,Norte,30,0.69,Residencial,98.84,265.92
1748.95,Sul,30,1.13,Residencial,187.8,2164.11
1791.58,Centro-Oeste,30,0.88,Residencial,65.84,1642.43
657.5,Nordeste,30,0.95,Residencial,178.38,803.0
385.63,Sul,30,0.89,Comercial,116.06,459.27
562.02,Nordeste,30,0.97,Comercial,159.6,704.76
1666.55,Sul,30,1.22,Comercial,81.03,2114.22
491.21,Centro-Oeste,30,0.79,Industrial,86.71,474.77
991.83,Sul,30,1.33,Residencial,110.8,1429.93
539.91,Sul,30,1.32,Residencial,143.13,855.81
847.44,Centro-Oeste,30,0.68,Comercial,21.78,598.04
984.93,Sul,30,1.25,Residencial,110.24,1341.4
543.47,Nordeste,30,0.51,Residencial,51.27,328.44
1969.11,Nordeste,30,0.67,Residencial,141.17,1460.47
1111.08,Sul,30,0.74,Residencial,44.32,866.52
1098.49,Nordeste,30,1.35,Comercial,130.25,1613.21
192.3,Norte,30,1.13,Industrial,102.8,320.1
1352.56,Nordeste,30,1.28,Industrial,33.55,1764.83
1316.87,Nordeste,30,1.28,Industrial,176.73,1862.32
643.89,Norte,30,0.67,Residencial,153.93,585.34
1558.73,Sudeste,30,1.36,Residencial,152.19,2272.06
711.14,Sudeste,30,1.23,Comercial,195.76,1070.46
1707.9,Centro-Oeste,30,0.69,Residencial,70.94,1249.39
994.51,Nordeste,30,0.88,Residencial,111.21,986.38
1314.57,Norte,30,0.91,Comercial,78.32,1274.58
171.15,Norte,30,0.98,Residencial,163.59,331.32
1438.75,Nordeste,30,0.96,Residencial,162.18,1543.38
614.71,Sul,30,0.9,Industrial,60.46,613.7
689.13,Sudeste,30,1.04,Industrial,120.35,837.05
78.35,Centro-Oeste,30,1.06,Comercial,97.57,180.62
233.88,Centro-Oeste,30,0.73,Industrial,178.23,348.96
1208.28,Sudeste,30,1.47,Residencial,195.84,1972.01
1556.59,Sudeste,30,0.61,Residencial,177.02,1126.54
1989.97,Nordeste,30,1.23,Residencial,176.46,2624.12
742.81,Sul,30,0.63,Comercial,183.28,651.25
425.56,Centro-Oeste,30,1.22,Residencial,106.38,625.56
455.33,Centro-Oeste,30,1.24,Industrial,70.02,634.63
1608.83,Centro-Oeste,30,0.92,Industrial,177.29,1657.41
941.59,Sul,30,0.68,Residencial,48.81,689.09
1003.28,Nordeste,30,0.99,Comercial,63.95,1057.2
132.12,Nordeste,30,0.98,Residencial,46.76,176.24
1677.13,Nordeste,30,0.71,Comercial,46.51,1237.27
471.51,Norte,30,1.32,Residencial,143.85,766.24
1462.05,Sudeste,30,0.59,Industrial,134.29,996.9
1540.85,Norte,30,1.47,Industrial,128.05,2393.1
1485.25,Centro-Oeste,30,1.38,Residencial,128.3,2177.95
1487.78,Nordeste,30,1.46,Comercial,100.03,2272.19
439.32,Sul,30,0.89,Industrial,184.43,575.42
137.86,Norte,30,1.0,Residencial,148.25,286.11
1330.51,Centro-Oeste,30,1.22,Industrial,52.21,1675.43
1107.31,Sudeste,30,0.68,Residencial,149.22,902.19
1797.16,Norte,30,0.65,Industrial,178.6,1346.75
1988.37,Norte,30,1.15,Residencial,154.73,2441.36
111.19,Norte,30,0.62,Comercial,38.63,107.57
1635.21,Sudeste,30,1.22,Comercial,56.45,2051.41
187.89,Sul,30,0.68,Industrial,104.5,232.27
1508.51,Sul,30,0.69,Residencial,48.95,1089.82
975.16,Sul,30,1.11,Industrial,37.56,1119.99
1648.31,Norte,30,0.61,Residencial,115.79,1121.26
1259.91,Centro-Oeste,30,0.55,Comercial,152.65,845.6
1512.21,Norte,30,0.9,Residencial,53.47,1414.46
220.76,Centro-Oeste,30,1.35,Residencial,194.95,492.98
953.99,Nordeste,30,0.78,Comercial,131.61,875.72
1393.82,Norte,30,1.27,Industrial,90.43,1860.58
465.64,Centro-Oeste,30,0.56,Residencial,158.11,418.87
58.13,Centro-Oeste,30,1.21,Residencial,106.77,177.11
254.19,Centro-Oeste,30,0.64,Industrial,59.9,222.58
113.54,Sul,30,1.45,Residencial,145.16,309.79
691.0,Sul,30,1.26,Comercial,101.77,972.43
1888.87,Sudeste,30,0.6,Comercial,137.61,1270.93
1502.91,Norte,30,1.39,Industrial,114.91,2203.95
1679.85,Nordeste,30,0.74,Comercial,176.6,1419.69
1429.35,Centro-Oeste,30,1.19,Industrial,116.81,1817.74
1227.31,Sudeste,30,0.57,Comercial,155.31,854.88
1724.27,Norte,30,1.05,Residencial,27.76,1838.24
1729.94,Norte,30,0.74,Comercial,129.13,1409.29
783.06,Centro-Oeste,30,1.08,Industrial,191.22,1036.92
1338.44,Sudeste,30,0.69,Industrial,109.74,1033.26
407.6,Sul,30,1.16,Comercial,76.45,549.27
319.73,Sul,30,0.68,Industrial,87.38,304.8
1230.66,Norte,30,1.43,Industrial,198.0,1957.84
1483.39,Sudeste,30,0.66,Industrial,25.69,1004.73
197.16,Sul,30,0.52,Residencial,113.88,216.4
875.76,Sudeste,30,0.58,Industrial,137.65,645.59
621.95,Norte,30,0.65,Industrial,17.86,422.13
1471.9,Norte,30,1.13,Industrial,193.99,1857.24
1693.33,Centro-Oeste,30,1.44,Industrial,61.76,2500.16
303.6,Norte,30,0.89,Comercial,29.26,299.46
105.04,Sudeste,30,1.37,Residencial,28.09,171.99
334.09,Centro-Oeste,30,0.64,Residencial,35.38,249.2
847.67,Nordeste,30,1.47,Residencial,141.88,1387.95
443.68,Sudeste,30,1.39,Industrial,45.41,662.13
193.66,Centro-Oeste,30,0.79,Industrial,116.35,269.34
1799.63,Norte,30,0.68,Residencial,137.0,1360.75
769.46,Centro-Oeste,30,0.58,Industrial,105.93,552.22
841.76,Nordeste,30,1.23,Comercial,16.15,1051.51
1230.71,Nordeste,30,0.72,Comercial,95.17,981.28
1893.6,Sudeste,30,0.75,Comercial,29.7,1449.9
1999.54,Nordeste,30,0.54,Industrial,140.09,1219.84
320.68,Centro-Oeste,30,1.27,Residencial,100.69,507.95
1718.29,Centro-Oeste,30,1.08,Residencial,80.38,1936.13
282.0,Nordeste,30,1.01,Residencial,88.31,373.13
1270.74,Norte,30,0.62,Residencial,146.97,934.83
1604.57,Norte,30,0.81,Comercial,103.57,1403.27
630.61,Norte,30,1.02,Residencial,167.46,810.68
1298.01,Centro-Oeste,30,1.26,Industrial,38.01,1673.5
1713.22,Centro-Oeste,30,1.3,Comercial,38.3,2265.49
1026.75,Sul,30,1.02,Industrial,151.82,1199.11
1371.34,Sudeste,30,1.01,Industrial,180.66,1565.71
1942.58,Sudeste,30,1.13,Comercial,15.19,2210.31
926.92,Norte,30,1.31,Industrial,78.74,1293.01
1436.53,Sul,30,0.51,Comercial,142.11,874.74
1049.86,Centro-Oeste,30,1.23,Industrial,24.08,1315.41
1532.84,Sul,30,1.1,Industrial,41.54,1727.66
796.59,Nordeste,30,0.68,Residencial,94.81,636.49
480.84,Sul,30,1.01,Industrial,117.29,602.94
1068.76,Sul,30,1.12,Industrial,30.93,1227.94
1103.99,Sudeste,30,1.31,Comercial,31.96,1478.19
383.93,Centro-Oeste,30,0.7,Comercial,119.28,388.03
1791.01,Norte,30,0.53,Industrial,50.56,999.8
603.81,Sul,30,0.65,Industrial,131.25,523.73
1932.03,Nordeste,30,0.95,Comercial,17.5,1852.93
490.15,Sul,30,1.15,Industrial,141.92,705.59
1182.78,Centro-Oeste,30,0.63,Comercial,186.01,931.16
713.63,Centro-Oeste,30,1.17,Comercial,78.56,913.51
706.74,Sudeste,30,0.81,Industrial,162.03,734.49
891.8,Nordeste,30,0.76,Residencial,52.85,730.62
195.72,Sudeste,30,1.28,Industrial,158.77,409.29
1720.89,Sudeste,30,1.46,Residencial,122.33,2634.83
692.71,Sudeste,30,0.99,Comercial,148.89,834.67
324.17,Norte,30,0.58,Industrial,102.3,290.32
1482.29,Sul,30,1.18,Industrial,169.32,1918.42
1985.19,Nordeste,30,0.93,Industrial,82.06,1928.29
1609.86,Centro-Oeste,30,0.57,Industrial,181.77,1099.39
776.89,Centro-Oeste,30,0.66,Comercial,76.82,589.57
201.38,Sudeste,30,0.53,Industrial,46.16,152.89
1130.81,Sul,30,0.63,Industrial,95.08,807.49
275.47,Sul,30,1.45,Industrial,114.44,513.87
1677.57,Sudeste,30,1.2,Residencial,71.29,2084.37
1765.39,Centro-Oeste,30,1.23,Industrial,108.85,2280.28
1343.17,Sudeste,30,1.38,Industrial,155.72,2009.29
1550.83,Sul,30,1.48,Comercial,79.21,2374.44
1094.75,Sudeste,30,1.34,Industrial,190.84,1657.81
1344.42,Norte,30,1.21,Industrial,156.66,1783.41
1988.7,Sul,30,1.5,Residencial,154.94,3137.99
852.85,Nordeste,30,1.3,Comercial,73.68,1182.39
344.33,Norte,30,0.73,Comercial,144.38,395.74
1899.63,Sudeste,30,0.91,Industrial,102.5,1831.16
93.27,Sul,30,1.22,Comercial,95.99,209.78
1425.89,Sudeste,30,0.92,Industrial,198.66,1510.48
1814.49,Norte,30,0.81,Comercial,45.1,1514.84
744.19,Sul,30,0.66,Comercial,183.12,674.29
1194.07,Sul,30,1.41,Comercial,17.81,1701.45
1816.64,Nordeste,30,1.05,Comercial,122.83,2030.3
721.51,Norte,30,0.64,Comercial,106.73,568.5
1038.55,Sudeste,30,1.48,Comercial,154.07,1691.12
